source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
allocated limit for honble mps (4),148,expenditure on completed and on-going works as on date (2),700,,Lighting of public spaces,R. Girirajan (2022-28) (2022-2028),R. Girirajan (2022-28) (2022-2028),,,Tamil Nadu,Tamil Nadu,236312242.5,550000.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),219,expenditure on completed and on-going works as on date (2),119,,Lighting of public spaces,Ranjeet Ranjan (2022-28) (2022-2028),Ranjeet Ranjan (2022-28) (2022-2028),,,Chhattisgarh,Chhattisgarh,246780257.9,249668.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),5,expenditure on completed and on-going works as on date (2),1421,,Construction of community centers and community halls,Ashok Kumar Mittal (2022-28) (2022-2028),Ashok Kumar Mittal (2022-28) (2022-2028),,,Punjab,Punjab,222487632.1,75767.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),220,expenditure on completed and on-going works as on date (2),1389,,Construction of rooms and halls in school and colleges,Rekha Sharma (2024-28) (2024-2028),Rekha Sharma (2024-28) (2024-2028),,,Haryana,Haryana,98000000.0,3018.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),226,expenditure on completed and on-going works as on date (2),18,,Purchase of non-conventional energy system and devices for community use,Seema Dwivedi (2020-26) (2020-2026),Seema Dwivedi (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,173830159.1,98000.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),158,expenditure on completed and on-going works as on date (2),361,,Lighting of public spaces,Ramji (2020-26) (2020-2026),Ramji (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,174518577.1,11523.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),161,expenditure on completed and on-going works as on date (2),939,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Randeep Singh Surjewala (2022-28) (2022-2028),Randeep Singh Surjewala (2022-28) (2022-2028),,,Rajasthan,Rajasthan,196063957.1,3705.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),200,expenditure on completed and on-going works as on date (2),498,,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",V. Vijayendra Prasad (2022-28) (2022-2028),V. Vijayendra Prasad (2022-28) (2022-2028),,,Andhra Pradesh,Andhra Pradesh,196063957.1,199431.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),111,expenditure on completed and on-going works as on date (2),1003,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Mahendra Bhatt (2024-30) (2024-2030),Mahendra Bhatt (2024-30) (2024-2030),,,Uttarakhand,Uttarakhand,147000000.0,4284.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),137,expenditure on completed and on-going works as on date (2),78,,Construction of additional rooms and halls in the existing public and community building,Pabitra Margherita (2022-28) (2022-2028),Pabitra Margherita (2022-28) (2022-2028),,,Assam,Assam,220563957.1,358330.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),25,expenditure on completed and on-going works as on date (2),901,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Sandeep Kumar Pathak (2022-28) (2022-2028),Sandeep Kumar Pathak (2022-28) (2022-2028),,,Punjab,Punjab,232203454.2,120025.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),214,expenditure on completed and on-going works as on date (2),1037,,Construction of culverts and bridges,Maya Naroliya (2024-30) (2024-2030),Maya Naroliya (2024-30) (2024-2030),,,Madhya Pradesh,Madhya Pradesh,147000000.0,1167363.0,81.49,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),203,expenditure on completed and on-going works as on date (2),132,,Installing tube-wells and borewells,Vivek K. Tankha (2022-28) (2022-2028),Vivek K. Tankha (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,220563957.1,30000.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),93,expenditure on completed and on-going works as on date (2),79,,Street lights,Javed Ali Khan (2022-28) (2022-2028),Javed Ali Khan (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,196063957.1,15364.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),204,expenditure on completed and on-going works as on date (2),1302,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Yerram Venkata Subba Reddy (2024-30) (2024-2030),Yerram Venkata Subba Reddy (2024-30) (2024-2030),,,Andhra Pradesh,Andhra Pradesh,147000000.0,52216.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),200,expenditure on completed and on-going works as on date (2),662,,"Construction of roads, link roads, pathways or any other road with or without drainage system",V. Vijayendra Prasad (2022-28) (2022-2028),V. Vijayendra Prasad (2022-28) (2022-2028),,,Andhra Pradesh,Andhra Pradesh,196063957.1,492481.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),219,expenditure on completed and on-going works as on date (2),100,,Lighting of public spaces,Ranjeet Ranjan (2022-28) (2022-2028),Ranjeet Ranjan (2022-28) (2022-2028),,,Chhattisgarh,Chhattisgarh,246780257.9,249668.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),111,expenditure on completed and on-going works as on date (2),771,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Mahendra Bhatt (2024-30) (2024-2030),Mahendra Bhatt (2024-30) (2024-2030),,,Uttarakhand,Uttarakhand,147000000.0,40997.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),100,expenditure on completed and on-going works as on date (2),191,,Installing hand pumps,Kapil Sibal (2022-28) (2022-2028),Kapil Sibal (2022-28) (2022-2028),,,Uttar Pradesh,Uttar Pradesh,196063957.1,50764.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),176,expenditure on completed and on-going works as on date (2),1370,,"Purchase of IT systems, including hardware and software for educational purposes",Sandosh Kumar P (2022-28) (2022-2028),Sandosh Kumar P (2022-28) (2022-2028),,,Kerala,Kerala,220563957.1,241952.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),173,expenditure on completed and on-going works as on date (2),1413,,Construction of rooms and halls in school and colleges,Samik Bhattacharya (2024-30) (2024-2030),Samik Bhattacharya (2024-30) (2024-2030),,,West Bengal,West Bengal,147000000.0,1829861.0,81.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),76,expenditure on completed and on-going works as on date (2),425,,Construction of community centers and community halls,Ghanshyam Tiwari (2022-28) (2022-2028),Ghanshyam Tiwari (2022-28) (2022-2028),,,Rajasthan,Rajasthan,196063957.1,12250.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),229,expenditure on completed and on-going works as on date (2),1414,,Construction of public libraries and reading rooms,Sulata Deo (2022-28) (2022-2028),Sulata Deo (2022-28) (2022-2028),,,Odisha,Odisha,196084721.4,150000.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),158,expenditure on completed and on-going works as on date (2),383,,Lighting of public spaces,Ramji (2020-26) (2020-2026),Ramji (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,174518577.1,11523.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),36,expenditure on completed and on-going works as on date (2),1362,,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",Dola Sen (2023-29) (2023-2029),Dola Sen (2023-29) (2023-2029),,,West Bengal,West Bengal,171500000.0,813862.0,81.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),49,expenditure on completed and on-going works as on date (2),1085,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Ashok Singh (2024-30) (2024-2030),Ashok Singh (2024-30) (2024-2030),,,Madhya Pradesh,Madhya Pradesh,147000000.0,375000.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),230,expenditure on completed and on-going works as on date (2),669,,Providing drains and gutters for public drainage,Sumitra Balmik (2022-28) (2022-2028),Sumitra Balmik (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,196063957.1,200000.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),161,expenditure on completed and on-going works as on date (2),475,,Construction of community centers and community halls,Randeep Singh Surjewala (2022-28) (2022-2028),Randeep Singh Surjewala (2022-28) (2022-2028),,,Rajasthan,Rajasthan,196063957.1,4275.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),165,expenditure on completed and on-going works as on date (2),283,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Ryaga Krishnaiah (2024-28) (2024-2028),Ryaga Krishnaiah (2024-28) (2024-2028),,,Andhra Pradesh,Andhra Pradesh,170413583.8,1997133.0,81.51,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),219,expenditure on completed and on-going works as on date (2),1175,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Ranjeet Ranjan (2022-28) (2022-2028),Ranjeet Ranjan (2022-28) (2022-2028),,,Chhattisgarh,Chhattisgarh,246780257.9,490000.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),15,expenditure on completed and on-going works as on date (2),1341,,Installation of fixed garden gym equipment,Kavita Patidar (2022-28) (2022-2028),Kavita Patidar (2022-28) (2022-2028),,,Madhya Pradesh,Madhya Pradesh,197118521.4,840353.0,81.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),158,expenditure on completed and on-going works as on date (2),334,,Lighting of public spaces,Ramji (2020-26) (2020-2026),Ramji (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,174518577.1,11523.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),128,expenditure on completed and on-going works as on date (2),1352,,Construction of rooms and halls in school and colleges,Naresh Bansal (2020-26) (2020-2026),Naresh Bansal (2020-26) (2020-2026),,,Uttarakhand,Uttarakhand,222043184.7,1790290.0,81.49,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),214,expenditure on completed and on-going works as on date (2),410,,Purchase of mobile water tankers,Maya Naroliya (2024-30) (2024-2030),Maya Naroliya (2024-30) (2024-2030),,,Madhya Pradesh,Madhya Pradesh,147000000.0,190930.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),129,expenditure on completed and on-going works as on date (2),1265,,Installing community drinking water plants,Naveen Jain (2024-30) (2024-2030),Naveen Jain (2024-30) (2024-2030),,,Uttar Pradesh,Uttar Pradesh,147000000.0,197976.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),166,expenditure on completed and on-going works as on date (2),187,,Construction of buildings for sports facilities,S Niranjan Reddy (2022-28) (2022-2028),S Niranjan Reddy (2022-28) (2022-2028),,,Andhra Pradesh,Andhra Pradesh,224621383.1,1999301.0,81.5,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),148,expenditure on completed and on-going works as on date (2),703,,Lighting of public spaces,R. Girirajan (2022-28) (2022-2028),R. Girirajan (2022-28) (2022-2028),,,Tamil Nadu,Tamil Nadu,236312242.5,299999.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),84,expenditure on completed and on-going works as on date (2),95,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Harsh Mahajan (2024-30) (2024-2030),Harsh Mahajan (2024-30) (2024-2030),,,Himachal Pradesh,Himachal Pradesh,147000000.0,198148.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),110,expenditure on completed and on-going works as on date (2),1086,,Installation of fixed garden gym equipment,Madan Rathore (2024-30) (2024-2030),Madan Rathore (2024-30) (2024-2030),,,Rajasthan,Rajasthan,147000000.0,300000.0,81.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),163,expenditure on completed and on-going works as on date (2),733,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Ravi Chandra Vaddiraju (2024-30) (2024-2030),Ravi Chandra Vaddiraju (2024-30) (2024-2030),,,Telangana,Telangana,152732534.1,498258.0,81.46,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),164,expenditure on completed and on-going works as on date (2),1217,,Construction of community centers and community halls,Rwngwra Narzary (2022-28) (2022-2028),Rwngwra Narzary (2022-28) (2022-2028),,,Assam,Assam,220563957.1,41806.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),135,expenditure on completed and on-going works as on date (2),694,,Purchase of vans and buses for educational institutions,P. P. Suneer (2024-30) (2024-2030),P. P. Suneer (2024-30) (2024-2030),,,Kerala,Kerala,122500000.0,99720.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),158,expenditure on completed and on-going works as on date (2),364,,Lighting of public spaces,Ramji (2020-26) (2020-2026),Ramji (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,174518577.1,11523.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),48,expenditure on completed and on-going works as on date (2),49,,Construction of boundary walls of existing public and community buildings,Arun Singh (2020-26) (2020-2026),Arun Singh (2020-26) (2020-2026),,,Uttar Pradesh,Uttar Pradesh,223492764.1,58512.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
allocated limit for honble mps (4),169,expenditure on completed and on-going works as on date (2),12,,"Purchase of IT systems, including hardware and software for educational purposes",S. Selvaganabathy (2021-27) (2021-2027),S. Selvaganabathy (2021-27) (2021-2027),,,Puducherry,Puducherry,292881856.5,193860.0,81.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
