work_id,work_id_raw,mp_id,ida_id,category,description,recommended_amount,recommendation_date
277,ROA-17-2023-0277,12,20,Roads,Construction of roads facility at Kaur Chowk,263100000,2024-10-19
278,DRI-16-2023-0278,11,3,Drinking Water,Construction of drinking water facility at More Ganj,232000000,2025-05-21
279,EDU-10-2023-0279,5,6,Education,Construction of education facility at Hari Chowk,211900000,2024-06-12
280,RAI-14-2023-0280,9,17,Railways,Construction of railways facility at Sastry,91400000,2024-08-24
281,HEA-10-2023-0281,5,18,Health,Construction of health facility at Raja Road,203300000,2024-09-25
282,RAI-24-2023-0282,19,20,Railways,Construction of railways facility at Sahota Circle,99900000,2024-01-04
283,SPO-18-2023-0283,13,1,Sports,Construction of sports facility at Devi Ganj,344100000,2025-07-10
284,HEA-18-2023-0284,13,2,Health,Construction of health facility at Ben Road,74000000,2025-01-11
285,HEA-30-2023-0285,25,12,Health,Construction of health facility at Prabhu Chowk,268300000,2024-11-04
286,ELE-20-2023-0286,15,15,Electricity,Construction of electricity facility at Varty Zila,194200000,2025-06-23
287,RAI-22-2023-0287,17,2,Railways,Construction of railways facility at Mane Zila,494100000,2023-11-05
288,DRI-27-2023-0288,22,14,Drinking Water,Construction of drinking water facility at Mahajan Street,321700000,2024-08-14
289,ELE-24-2023-0289,19,17,Electricity,Construction of electricity facility at Din Circle,140800000,2025-06-07
290,SPO-17-2023-0290,12,1,Sports,Construction of sports facility at Chand Marg,449100000,2025-08-08
291,ELE-7-2023-0291,2,14,Electricity,Construction of electricity facility at Seshadri Ganj,51400000,2025-07-19
292,EDU-29-2023-0292,24,13,Education,Construction of education facility at Bala Path,456400000,2024-07-19
293,SAN-11-2023-0293_Sanitation,6,19,Sanitation,Construction of sanitation facility at Randhawa Nagar,415800000,2024-09-24
294,EDU-26-2023-0294_Education,21,6,Education,Construction of education facility at Keer Path,51000000,2024-06-26
295,EDU-12-2023-0295,7,18,Education,Construction of education facility at Prasad Zila,442700000,2024-02-22
296,DRI-29-2023-0296_Drinking Water,24,8,Drinking Water,Construction of drinking water facility at Nagar Nagar,291500000,2025-08-23
297,SPO-7-2023-0297,2,7,Sports,Construction of sports facility at Nayak Zila,181800000,2025-05-07
298,SPO-13-2023-0298,8,9,Sports,Construction of sports facility at Devan Street,178600000,2023-09-30
299,EDU-12-2023-0299,7,18,Education,Construction of education facility at Sodhi Road,90600000,2025-02-22
300,EDU-13-2023-0300,8,6,Education,Construction of education facility at Singh Street,291200000,2024-08-14
301,ROA-17-2023-0301,12,8,Roads,Construction of roads facility at Ahluwalia,117100000,2025-08-04
302,SPO-12-2023-0302,7,18,Sports,Construction of sports facility at Bahl Zila,352600000,2024-03-17
303,EDU-29-2023-0303,24,3,Education,Construction of education facility at Doctor Ganj,120200000,2024-10-31
304,RAI-18-2023-0304,13,6,Railways,Construction of railways facility at Wable,243000000,2024-07-25
305,ELE-11-2023-0305,6,10,Electricity,Construction of electricity facility at Mani Zila,223500000,2024-03-03
306,ELE-8-2023-0306,3,3,Electricity,Construction of electricity facility at Dara Road,261200000,2023-10-08
307,ROA-16-2023-0307,11,17,Roads,Construction of roads facility at Saini Ganj,475700000,2025-01-09
308,EDU-8-2023-0308,3,14,Education,Construction of education facility at Shankar,136500000,2023-10-19
309,DRI-28-2023-0309,23,6,Drinking Water,Construction of drinking water facility at Tata Zila,191000000,2024-12-07
310,RAI-12-2023-0310,7,14,Railways,Construction of railways facility at Babu Circle,270000000,2025-01-03
311,RAI-24-2023-0311,19,17,Railways,Construction of railways facility at Khurana Circle,312800000,2025-03-12
312,SAN-23-2023-0312,18,12,Sanitation,Construction of sanitation facility at Manne Street,96000000,2024-07-30
313,HEA-29-2023-0313,24,16,Health,Construction of health facility at Pandit Nagar,97200000,2024-03-05
314,EDU-6-2023-0314,1,19,Education,Construction of education facility at Saha,75000000,2024-01-24
315,ROA-17-2023-0315,12,8,Roads,Construction of roads facility at Viswanathan Zila,124000000,2024-06-07
316,DRI-10-2023-0316,5,15,Drinking Water,Construction of drinking water facility at Vora Zila,57200000,2024-10-27
317,ROA-14-2023-0317,9,17,Roads,Construction of roads facility at Tripathi Circle,275500000,2024-11-04
318,EDU-12-2023-0318,7,20,Education,Construction of education facility at Ramakrishnan Nagar,56000000,2025-07-10
319,ROA-19-2023-0319,14,3,Roads,Construction of roads facility at Bassi Chowk,316300000,2025-01-06
320,SPO-10-2023-0320,5,1,Sports,Construction of sports facility at Prakash Marg,311800000,2024-03-16
321,HEA-17-2023-0321,12,20,Health,Construction of health facility at Parikh Nagar,331100000,2025-05-05
322,EDU-8-2023-0322,3,13,Education,Construction of education facility at Pai Zila,435600000,2024-03-06
323,HEA-19-2023-0323,14,13,Health,Construction of health facility at Natarajan Zila,301500000,2023-12-13
324,EDU-14-2023-0324,9,6,Education,Construction of education facility at Pandey Nagar,436800000,2024-10-29
325,HEA-16-2023-0325,11,5,Health,Construction of health facility at Gill Path,330700000,2025-06-06
326,ELE-16-2023-0326,11,12,Electricity,Construction of electricity facility at Srinivas Chowk,306700000,2025-01-03
327,SPO-18-2023-0327,13,20,Sports,Construction of sports facility at Deshmukh Street,401700000,2023-10-20
328,SAN-21-2023-0328,16,12,Sanitation,Construction of sanitation facility at Bansal Chowk,485000000,2024-04-15
329,ROA-9-2023-0329,4,10,Roads,Construction of roads facility at Bassi Ganj,186800000,2025-05-07
330,HEA-19-2023-0330,14,3,Health,Construction of health facility at Barman Ganj,185000000,2024-05-03
331,ELE-27-2023-0331,22,3,Electricity,Construction of electricity facility at Varma Road,223000000,2024-07-06
332,ROA-28-2023-0332,23,20,Roads,Construction of roads facility at Solanki Circle,488000000,2024-03-15
333,EDU-13-2023-0333,8,20,Education,Construction of education facility at Halder Nagar,391400000,2024-04-10
334,ROA-10-2023-0334,5,5,Roads,Construction of roads facility at Batta Path,162300000,2025-07-04
335,EDU-8-2023-0335,3,2,Education,Construction of education facility at Mahajan Path,457700000,2023-12-06
336,DRI-20-2023-0336,15,14,Drinking Water,Construction of drinking water facility at Sarkar Path,499000000,2025-07-22
337,RAI-24-2023-0337,19,19,Railways,Construction of railways facility at Sarraf Marg,172100000,2025-07-26
338,ROA-17-2023-0338,12,13,Roads,Construction of roads facility at Nori Marg,266300000,2024-01-24
339,DRI-14-2023-0339,9,20,Drinking Water,Construction of drinking water facility at Tank Chowk,57900000,2024-06-12
340,SAN-20-2023-0340,15,19,Sanitation,Construction of sanitation facility at Loke Circle,199800000,2025-05-15
341,DRI-20-2023-0341,15,20,Drinking Water,Construction of drinking water facility at Samra Zila,180500000,2023-11-01
342,RAI-22-2023-0342,17,17,Railways,Construction of railways facility at Gole Marg,142500000,2024-10-28
343,HEA-21-2023-0343,16,11,Health,Construction of health facility at Nagi Road,327100000,2023-11-19
344,SPO-18-2023-0344,13,17,Sports,Construction of sports facility at Narang Zila,171700000,2025-01-26
345,RAI-8-2023-0345,3,17,Railways,Construction of railways facility at Mohan Road,456100000,2024-08-12
346,HEA-13-2023-0346,8,6,Health,Construction of health facility at Sandhu,360100000,2024-01-08
347,DRI-7-2023-0347,2,2,Drinking Water,Construction of drinking water facility at Panchal Chowk,134000000,2024-08-13
348,HEA-18-2023-0348,13,19,Health,Construction of health facility at Pandit Nagar,423700000,2024-12-21
349,SAN-12-2023-0349,7,2,Sanitation,Construction of sanitation facility at Maharaj Marg,420700000,2025-01-09
350,ROA-25-2023-0350,20,17,Roads,Construction of roads facility at Borde Nagar,498600000,2025-02-03
351,HEA-27-2023-0351,22,6,Health,Construction of health facility at Patla Marg,203600000,2024-10-03
352,EDU-20-2023-0352,15,20,Education,Construction of education facility at Balasubramanian Street,419000000,2023-12-20
353,SPO-17-2023-0353,12,14,Sports,Construction of sports facility at Sarma,445600000,2023-09-28
354,SAN-29-2023-0354,24,17,Sanitation,Construction of sanitation facility at Bhavsar Street,462900000,2024-03-02
355,ELE-24-2023-0355,19,12,Electricity,Construction of electricity facility at Pathak Path,163100000,2024-06-24
356,ROA-26-2023-0356,21,19,Roads,Construction of roads facility at Bali,332800000,2024-12-13
357,SAN-21-2023-0357,16,3,Sanitation,Construction of sanitation facility at Sengupta Street,443500000,2024-06-15
358,DRI-23-2023-0358,18,14,Drinking Water,Construction of drinking water facility at Sawhney Path,96300000,2025-04-15
359,DRI-29-2023-0359,24,20,Drinking Water,Construction of drinking water facility at Devan Zila,343800000,2024-10-16
360,ROA-6-2023-0360,1,11,Roads,Construction of roads facility at Rao Path,88400000,2024-05-02
361,RAI-25-2023-0361,20,3,Railways,Construction of railways facility at Krish Road,234700000,2023-11-28
362,ELE-19-2023-0362,14,17,Electricity,Construction of electricity facility at Grewal Nagar,111000000,2024-09-22
363,ROA-24-2023-0363,19,18,Roads,Construction of roads facility at Ram Circle,266400000,2025-08-10
364,SAN-30-2023-0364,25,5,Sanitation,Construction of sanitation facility at Dalal Circle,91600000,2024-03-22
365,SAN-6-2023-0365,1,10,Sanitation,Construction of sanitation facility at Sehgal Road,480400000,2024-02-14
366,HEA-6-2023-0366,1,20,Health,Construction of health facility at Mangal,321800000,2025-02-21
367,HEA-14-2023-0367,9,4,Health,Construction of health facility at Iyengar Chowk,82600000,2023-12-05
368,ROA-16-2023-0368,11,14,Roads,Construction of roads facility at Borah Street,70200000,2024-08-17
369,ELE-15-2023-0369,10,9,Electricity,Construction of electricity facility at Saxena Street,490700000,2023-11-08
370,SPO-28-2023-0370,23,4,Sports,Construction of sports facility at Palan Path,109000000,2025-03-05
371,ROA-16-2023-0371,11,12,Roads,Construction of roads facility at Mannan Zila,107700000,2025-07-24
372,DRI-16-2023-0372,11,8,Drinking Water,Construction of drinking water facility at Dugar Road,101800000,2025-03-06
373,ROA-8-2023-0373,3,17,Roads,Construction of roads facility at Pathak Street,120800000,2024-09-30
374,SPO-17-2023-0374,12,9,Sports,Construction of sports facility at Dara Ganj,497000000,2024-02-04
375,DRI-7-2023-0375,2,19,Drinking Water,Construction of drinking water facility at Khalsa Street,54100000,2025-05-06
376,SAN-8-2023-0376,3,13,Sanitation,Construction of sanitation facility at Bal Chowk,223400000,2024-06-07
377,ROA-7-2023-0377,2,6,Roads,Construction of roads facility at Pillay Circle,209100000,2024-08-29
378,EDU-22-2023-0378,17,19,Education,Construction of education facility at Dayal Circle,255300000,2024-12-19
379,EDU-17-2023-0379,12,15,Education,Construction of education facility at Bhatti Zila,208500000,2024-04-28
380,ELE-29-2023-0380,24,11,Electricity,Construction of electricity facility at Srinivas Marg,53900000,2024-10-13
381,ROA-15-2023-0381,10,18,Roads,Construction of roads facility at Rout Marg,448900000,2025-06-01
382,HEA-8-2023-0382,3,18,Health,Construction of health facility at Borah,265600000,2023-12-07
383,SPO-12-2023-0383,7,10,Sports,Construction of sports facility at Borah Path,224200000,2024-08-15
384,ROA-22-2023-0384,17,12,Roads,Construction of roads facility at Varughese Chowk,159600000,2024-05-25
385,ELE-9-2023-0385,4,16,Electricity,Construction of electricity facility at Gopal Street,415500000,2025-04-19
386,RAI-21-2023-0386,16,7,Railways,Construction of railways facility at Sant Street,239800000,2024-09-25
387,DRI-15-2023-0387,10,12,Drinking Water,Construction of drinking water facility at Dash Nagar,315400000,2024-10-07
388,EDU-30-2023-0388,25,1,Education,Construction of education facility at Modi Street,473200000,2024-01-06
389,ELE-23-2023-0389,18,1,Electricity,Construction of electricity facility at Naidu Street,410300000,2025-08-27
390,EDU-15-2023-0390,10,14,Education,Construction of education facility at Pal Ganj,238600000,2024-10-08
391,DRI-24-2023-0391,19,18,Drinking Water,Construction of drinking water facility at Brar Road,154700000,2024-03-13
392,ROA-10-2023-0392,5,8,Roads,Construction of roads facility at Maharaj Ganj,197400000,2023-12-07
393,RAI-9-2023-0393,4,2,Railways,Construction of railways facility at Walla Road,444500000,2023-11-12
394,SAN-23-2023-0394,18,17,Sanitation,Construction of sanitation facility at Ganguly Circle,421400000,2024-12-03
395,SPO-9-2023-0395,4,13,Sports,Construction of sports facility at Dube,172500000,2024-01-11
396,ELE-9-2023-0396,4,7,Electricity,Construction of electricity facility at Nazareth,491700000,2025-06-16
397,RAI-7-2023-0397,2,2,Railways,Construction of railways facility at Barman,362300000,2025-06-02
398,RAI-22-2023-0398,17,2,Railways,Construction of railways facility at Bumb Nagar,240400000,2023-10-06
399,DRI-24-2023-0399,19,7,Drinking Water,Construction of drinking water facility at Lanka,357200000,2025-01-18
400,SPO-20-2023-0400,15,8,Sports,Construction of sports facility at Saha Ganj,349500000,2024-12-24
401,RAI-22-2023-0401,17,19,Railways,Construction of railways facility at Tank Nagar,257800000,2025-07-22
402,SPO-8-2023-0402,3,12,Sports,Construction of sports facility at Mann Circle,327200000,2025-01-11
403,EDU-7-2023-0403,2,7,Education,Construction of education facility at Subramanian Road,169000000,2024-03-09
404,EDU-18-2023-0404,13,7,Education,Construction of education facility at Mishra Marg,80900000,2024-08-18
405,ROA-10-2023-0405_Roads,5,4,Roads,Construction of roads facility at Bhasin Zila,209500000,2024-01-01
406,ELE-9-2023-0406,4,3,Electricity,Construction of electricity facility at Sagar Chowk,121100000,2024-09-11
407,ROA-10-2023-0407,5,9,Roads,Construction of roads facility at Jani Chowk,335100000,2024-05-22
408,EDU-21-2023-0408,16,11,Education,Construction of education facility at Dhawan,109200000,2024-04-30
409,HEA-8-2023-0409,3,3,Health,Construction of health facility at Pai Path,328200000,2024-07-06
410,EDU-28-2023-0410,23,13,Education,Construction of education facility at Prabhakar Street,363400000,2024-10-04
411,ROA-7-2023-0411,2,6,Roads,Construction of roads facility at Cherian Circle,253300000,2024-05-05
412,ROA-26-2023-0412,21,6,Roads,Construction of roads facility at Shukla Ganj,199700000,2023-12-05
413,HEA-30-2023-0413,25,18,Health,Construction of health facility at Sengupta Road,254500000,2024-03-11
414,RAI-9-2023-0414,4,12,Railways,Construction of railways facility at Chatterjee Street,55400000,2023-10-10
415,HEA-8-2023-0415,3,10,Health,Construction of health facility at Rajagopalan Road,155000000,2025-07-03
416,RAI-20-2023-0416,15,7,Railways,Construction of railways facility at Sahota,148600000,2024-03-11
417,SAN-13-2023-0417,8,3,Sanitation,Construction of sanitation facility at Narang Street,346200000,2025-08-26
418,RAI-9-2023-0418,4,14,Railways,Construction of railways facility at Munshi,397200000,2024-01-26
419,ELE-9-2023-0419,4,18,Electricity,Construction of electricity facility at Tara Street,237200000,2024-10-04
420,RAI-8-2023-0420,3,18,Railways,Construction of railways facility at Tara Chowk,160100000,2025-07-14
421,EDU-7-2023-0421,2,11,Education,Construction of education facility at Tank Road,183800000,2023-09-19
422,ROA-23-2023-0422_Roads,18,4,Roads,Construction of roads facility at Ramaswamy Zila,331900000,2024-09-27
423,RAI-17-2023-0423,12,5,Railways,Construction of railways facility at Khosla Chowk,416100000,2024-02-15
424,EDU-30-2023-0424,25,19,Education,Construction of education facility at Pandit,114800000,2023-10-08
425,RAI-15-2023-0425,10,17,Railways,Construction of railways facility at Manda Nagar,389100000,2024-09-19
426,SPO-26-2023-0426,21,4,Sports,Construction of sports facility at Singhal,134300000,2024-04-09
427,EDU-23-2023-0427,18,15,Education,Construction of education facility at Anand Circle,135100000,2025-06-20
